product_name,category_shelf,match_key
TADALAFIL TAB 5MG 28'S UK,Other / uncategorised,tadalafil tab 5mg 28's uk
TAGERA FORTE 1G (SECNIDAZOLE),Prescription medicine,tagera forte 1g (secnidazole)
TALGENTIS 10MG (TADALAFIL),Other / uncategorised,talgentis 10mg (tadalafil)
TALGENTIS 20MG (TADALAFIL),Prescription medicine,talgentis 20mg (tadalafil)
TALGENTIS 5MG (TADALAFIL),Prescription medicine,talgentis 5mg (tadalafil)
TAMOXIFEN 10MG TABS 30'S,OTC,tamoxifen 10mg tabs 30's
TAMOXIFEN 20MG TABS 30'S,OTC,tamoxifen 20mg tabs 30's
TAMPAX COMPAK REGULAR 18'S,Other / uncategorised,tampax compak regular 18's
TAMPAX COMPAK SUPER 27'S,Other / uncategorised,tampax compak super 27's
TAMPAX COMPAK SUPER PLUS 20S,Other / uncategorised,tampax compak super plus 20s
TAMPAX PEARL COMPAK SUPER 16'S,OTC,tampax pearl compak super 16's
TAMPAX PEARL COMPAK SUPER PLUS 16'S,OTC,tampax pearl compak super plus 16's
TAMPAX REGULAR 10'S,Other / uncategorised,tampax regular 10's
TAMPAX REGULAR 20'S,OTC,tampax regular 20's
TAMPAX SUPER 10'S,Other / uncategorised,tampax super 10's
TAMPAX SUPER 20'S,OTC,tampax super 20's
TAMPAX SUPER PLUS 20'S,Other / uncategorised,tampax super plus 20's
TAMSULOSIN HYDROCHLORIDE 0.4MG CAPS 30'S UK,Prescription medicine,tamsulosin hydrochloride 0.4mg caps 30's uk
TAMUREX 400(TAMSULOSIN),Other / uncategorised,tamurex 400(tamsulosin)
TCP ANTISEPTIC UK 100ML,OTC,tcp antiseptic uk 100ml
TCP ANTISEPTIC UK 200ML,OTC,tcp antiseptic uk 200ml
TCP ANTISEPTIC UK 50ML,OTC,tcp antiseptic uk 50ml
TEA TREE FACIAL SCRUB 250ML,OTC,tea tree facial scrub 250ml
TEA TREE WIPES 25'S TWIN,Other / uncategorised,tea tree wipes 25's twin
TEARS NATURALLE II EYE DROPS,Pharmacy medicine,tears naturalle ii eye drops
TED STOCKINGS,OTC,ted stockings
TEEDAR SYRUP (PARA 120MG/DIPHEN 12.5MG),OTC,teedar syrup (para 120mg/diphen 12.5mg)
TEETHING MIXTURE 100ML (BELLS),OTC,teething mixture 100ml (bells)
TEETHNG MIXTURE ECL 100ML,Pharmacy medicine,teethng mixture ecl 100ml
TEGRETOL (CARBAMAZIPINE) SYR 100ML/100MG,Prescription medicine,tegretol (carbamazipine) syr 100ml/100mg
TEGRETOL CR (CARBAMAZEPINE) 200MG TAB 30'S,Prescription medicine,tegretol cr (carbamazepine) 200mg tab 30's
TEGRETOL CR (CARBAMAZEPINE) 400MG TAB 30'S,Prescription medicine,tegretol cr (carbamazepine) 400mg tab 30's
TEGRETOL TABS 200MG 50'S,Prescription medicine,tegretol tabs 200mg 50's
TELFAST (FEXOFENADINE) 120MG 30'S,Pharmacy medicine,telfast (fexofenadine) 120mg 30's
TELFAST 180MG TABS 30'S,Pharmacy medicine,telfast 180mg tabs 30's
TENOFOVIR DISOPROXIL FUMARATE 300MG CAPS 30'S VEGA,Pharmacy medicine,tenofovir disoproxil fumarate 300mg caps 30's vega
TENOX 10MG 30'S,Pharmacy medicine,tenox 10mg 30's
TENTEX ROYAL CAPS 30'S,Herbal,tentex royal caps 30's
TERBINAFINE 250MG 28'S,Pharmacy medicine,terbinafine 250mg 28's
TERBINAFINE CREAM 1% 30G,Pharmacy medicine,terbinafine cream 1% 30g
TETANUS ANTITOXIN INJ 1500IU/0.75ML (ATS),Prescription medicine,tetanus antitoxin inj 1500iu/0.75ml (ats)
TETLEY SUPER HERBAL ALL TYPES,"Food, drinks & essentials",tetley super herbal all types
TETMOSOL SOAP,Cosmetics,tetmosol soap
TETRACYCLINE EYE OINT 1% 5G,OTC,tetracycline eye oint 1% 5g
THERABREATH MOUTHWASH 473ML,Other / uncategorised,therabreath mouthwash 473ml
THORNTINA 74 MIXTURE,Pharmacy medicine,thorntina 74 mixture
TIDACT (CLINDAMYCIN) CREAM 20G,Prescription medicine,tidact (clindamycin) cream 20g
TIGER DELAY SPRAY,OTC,tiger delay spray
TIME HERBAL MIXTURE 500ML,OTC,time herbal mixture 500ml
TIMOL 0.5% 10ML EYE DROP,OTC,timol 0.5% 10ml eye drop
TIMOLOL ) 0.5% EYE DROP 5ML,OTC,timolol ) 0.5% eye drop 5ml
TIMOLOL EYE DROP VEGA UK,Prescription medicine,timolol eye drop vega uk
TINATETT TOMAC MIX,OTC,tinatett tomac mix
TINATETT VENECARE MIX,Other / uncategorised,tinatett venecare mix
TINY-VITE MULTIVITAMIN DROPS 50ML,OTC,tiny-vite multivitamin drops 50ml
TIXYLIX CHILDREN SYRUP 100ML,Other / uncategorised,tixylix children syrup 100ml
TIXYLIX INFANT COUGH SYRUP 100ML,OTC,tixylix infant cough syrup 100ml
TOBRADEX DROP 5ML,Other / uncategorised,tobradex drop 5ml
TOBRAMYCIN (TOBRADEX) EYE OINT 5ML,Prescription medicine,tobramycin (tobradex) eye oint 5ml
TOBRAMYCIN (TOBREX) 0.3% EYE DROPS 5ML,OTC,tobramycin (tobrex) 0.3% eye drops 5ml
TOBREX EYE OINT,OTC,tobrex eye oint
TOBRIN EYE DROP 0.3% DROP,Pharmacy medicine,tobrin eye drop 0.3% drop
TOCOVID 200MG SUPRABIO,OTC,tocovid 200mg suprabio
TOLVAPTAN 15MG TAB 4'S,Prescription medicine,tolvaptan 15mg tab 4's
TOMAC MIXTURE 500ML,OTC,tomac mixture 500ml
TOPAMAX (TOPIRAMATE) 25MG TAB 60'S,Prescription medicine,topamax (topiramate) 25mg tab 60's
TOPAMAX (TOPIRAMATE) 50MG TAB 60'S,Prescription medicine,topamax (topiramate) 50mg tab 60's
TOTHEMA AMP 20'S,OTC,tothema amp 20's
TRAJENTA 5MG LINAGLIPTIN TAB 30,Prescription medicine,trajenta 5mg linagliptin tab 30
TRAMADOL (TADOL SR) 100MG CAPS 30'S,Prescription medicine,tramadol (tadol sr) 100mg caps 30's
TRAMADOL (TADOL) 50MG CAPS 20'S,Prescription medicine,tramadol (tadol) 50mg caps 20's
TRAMADOL 50MG CAPS 100'S VEGA,Other / uncategorised,tramadol 50mg caps 100's vega
TRAMADOL AND PARACETAMOL 37.5MG/325MG VEGA 20'S,Other / uncategorised,tramadol and paracetamol 37.5mg/325mg vega 20's
TRAMADOL INJ 100MG/2ML (IM/IV),Prescription medicine,tramadol inj 100mg/2ml (im/iv)
TRAMADOL INJ 50MG/2ML 5'S,OTC,tramadol inj 50mg/2ml 5's
TRAMAPA 37.5MG/325MG TABS,OTC,tramapa 37.5mg/325mg tabs
TRAMAPA FORT 75MG /650MG TABS,Other / uncategorised,tramapa fort 75mg /650mg tabs
TRANEXAMIC ACID ( CELTRANZ) INJ 500MG/5ML,Prescription medicine,tranexamic acid ( celtranz) inj 500mg/5ml
TRANEXAMIC ACID 500MG 30'S,Prescription medicine,tranexamic acid 500mg 30's
TRANEXAMIC ACID 500MG TAB 60'S UK,Other / uncategorised,tranexamic acid 500mg tab 60's uk
TRAVATAN EYE DROP 2.5ML,OTC,travatan eye drop 2.5ml
TRAVOCORT CREAM (ISOCONAZOLE/DIFLUCORTOLONE) 10G,OTC,travocort cream (isoconazole/diflucortolone) 10g
TRAZODONE HYDROCHLORIDE 100MG CAPS 56'S,OTC,trazodone hydrochloride 100mg caps 56's
TRAZODONE HYDROCHLORIDE 50MG CAPS 84'S,OTC,trazodone hydrochloride 50mg caps 84's
TRES-ORIX FORTE SYRUP 100ML,OTC,tres-orix forte syrup 100ml
TRES-ORIX FORTE SYRUP 250ML,OTC,tres-orix forte syrup 250ml
TRETINOIN BAR SOAP 0.05%,Other / uncategorised,tretinoin bar soap 0.05%
TRETINOIN CREAM 0.025% 30G,Other / uncategorised,tretinoin cream 0.025% 30g
TRETINOIN CREAM 0.05% 30G,OTC,tretinoin cream 0.05% 30g
TREXAMOL (TRAMADOL PARACETTAMOL) EXETER 37.5MG/325MG,Prescription medicine,trexamol (tramadol paracettamol) exeter 37.5mg/325mg
TRIDENT GUM 14'S,"Food, drinks & essentials",trident gum 14's
TRIDENT WHITE GUM 60'S,"Food, drinks & essentials",trident white gum 60's
TRIFLUCAN (FLUCONAZOLE SYR),OTC,triflucan (fluconazole syr)
TRIPLIXAM 10/2.5/10MG,OTC,triplixam 10/2.5/10mg
TRIPLIXAM 10/2.5/5MG,Prescription medicine,triplixam 10/2.5/5mg
TRIPLIXAM 5/1.25/5MG,Prescription medicine,triplixam 5/1.25/5mg
TRIPLIXAM 5MG/1.25MG/10MG,Pharmacy medicine,triplixam 5mg/1.25mg/10mg
TRIPPLE ACTION CREAM VEGA 30G,OTC,tripple action cream vega 30g
TRITACE 10MG TAB,Prescription medicine,tritace 10mg tab
TRITACE 2.5MG (RAMIPRIL 2.5MG) TAB,Prescription medicine,tritace 2.5mg (ramipril 2.5mg) tab
TRITACE 5MG (RAMIPRIL 5MG),Prescription medicine,tritace 5mg (ramipril 5mg)
TROJAN CONDOM 12'S,Other / uncategorised,trojan condom 12's
TROJAN CONDOM 3',OTC,trojan condom 3'
TROPICAL SUN APPLE CIDER VINEGAR 946ML,Other / uncategorised,tropical sun apple cider vinegar 946ml
TWINING TEA STRAW & RASP,"Food, drinks & essentials",twining tea straw & rasp
TWIX BAR CHOC BISCUIT 50GM,"Food, drinks & essentials",twix bar choc biscuit 50gm
TWYNSTA TAB 40/5MG 28S (TELMISARTAN/AMLODIPINE),Prescription medicine,twynsta tab 40/5mg 28s (telmisartan/amlodipine)
TWYNSTA TAB 80/5MG (TELMISARTAN/AMLODIPINE),Prescription medicine,twynsta tab 80/5mg (telmisartan/amlodipine)
TYLENOL 120ML SYRUP,OTC,tylenol 120ml syrup
TYLENOL 50*2 PM CAPLET,OTC,tylenol 50*2 pm caplet
TYLENOL 500MG ES 10S,OTC,tylenol 500mg es 10s
TYLENOL EXTRA STRENGHT 24'S,OTC,tylenol extra strenght 24's
TYLENOL EXTRA STRENGTH 290'S,OTC,tylenol extra strength 290's
TYLENOL EXTRA STRENGTH 6'S,OTC,tylenol extra strength 6's
TYLENOL EXTRA STRENGTH POUCH 50S,Pharmacy medicine,tylenol extra strength pouch 50s
TYLENOL EXTRA STRENGTH TAB 325'S,OTC,tylenol extra strength tab 325's
TYLENOL PM 24'S,OTC,tylenol pm 24's
TYLENOL PM EXTRA STRENGTH 4',OTC,tylenol pm extra strength 4'
TYNOR WRIST / FOREARM SPLINT,Pharmacy medicine,tynor wrist / forearm splint
ULTRA 3 IN 1 OMEGA 3 COD LIVER OIL CAPS 60'S,"Food, drinks & essentials",ultra 3 in 1 omega 3 cod liver oil caps 60's
ULTRA CALCIUM & VIT D TABS,Pharmacy medicine,ultra calcium & vit d tabs
ULTRA COD LIVER OIL + OMEGA 3,OTC,ultra cod liver oil + omega 3
ULTRA COQ10 TAB 50MG 60'S,Other / uncategorised,ultra coq10 tab 50mg 60's
ULTRA DISH WASH SOAP 651ML,Cosmetics,ultra dish wash soap 651ml
ULTRA FOLIC ACID & B12 60'S,Other / uncategorised,ultra folic acid & b12 60's
ULTRA FOLIC ACID 400MCG 60',OTC,ultra folic acid 400mcg 60'
ULTRA GARLIC TABS 400MG 60'S,Pharmacy medicine,ultra garlic tabs 400mg 60's
ULTRA GINKGO BILOBA & GINSENG 60S,OTC,ultra ginkgo biloba & ginseng 60s
ULTRA IRON TABS SUSTAINED RELEASE 30',OTC,ultra iron tabs sustained release 30'
ULTRA LYCOPENE,Other / uncategorised,ultra lycopene
ULTRA MAGNESIUM TAB,OTC,ultra magnesium tab
ULTRA OMEGA 3 6 9,Pharmacy medicine,ultra omega 3 6 9
ULTRA OMEGA 3 SUPER STRENGTH,Pharmacy medicine,ultra omega 3 super strength
ULTRA SELENIUM TABS 30'S,Pharmacy medicine,ultra selenium tabs 30's
ULTRA TURMERIC VIT D 30',OTC,ultra turmeric vit d 30'
ULTRA VIT D3 400IU,Pharmacy medicine,ultra vit d3 400iu
ULTRA VITAMIN C & ZINC FIZZ,Prescription medicine,ultra vitamin c & zinc fizz
ULTRA VITAMIN C SR,Pharmacy medicine,ultra vitamin c sr
ULTRA VITAMIN D 1000IU 96'S,OTC,ultra vitamin d 1000iu 96's
ULTRA VITAMIN D 2000IU TAB,Pharmacy medicine,ultra vitamin d 2000iu tab
UNIDUS CONDOMS 3'S,OTC,unidus condoms 3's
UPERIO TAB 50MG 28'S,Pharmacy medicine,uperio tab 50mg 28's
UPERIO TABS 100MG 28'S,Prescription medicine,uperio tabs 100mg 28's
UPERIO TABS 200MG 28'S,Pharmacy medicine,uperio tabs 200mg 28's
VAGISIL CREAM 30GM,Other / uncategorised,vagisil cream 30gm
VAGISIL PH BALANCE WASH,Other / uncategorised,vagisil ph balance wash
VAGISIL ULTRA FRESH INT. WASH,Pharmacy medicine,vagisil ultra fresh int. wash
VALUPAK CO-Q10 30MG,OTC,valupak co-q10 30mg
VALUPAK COD LIVER OIL 1000MG CAPS 30'S,OTC,valupak cod liver oil 1000mg caps 30's
VALUPAK COD LIVER OIL 400MG CAPS 30'S,Pharmacy medicine,valupak cod liver oil 400mg caps 30's
VALUPAK COD LIVER OIL 550MG CAPS 30'S,OTC,valupak cod liver oil 550mg caps 30's
VALUPAK CRANBERRY 200MG TABS,OTC,valupak cranberry 200mg tabs
VALUPAK EVENING PRIMROSE 1000MG 30'S,Prescription medicine,valupak evening primrose 1000mg 30's
VALUPAK EVENING PRIMROSE 500MG CAPS 30'S,Prescription medicine,valupak evening primrose 500mg caps 30's
VALUPAK FOLIC ACID 30S,Other / uncategorised,valupak folic acid 30s
VALUPAK FOLIC ACID 400 UG 90'S,OTC,valupak folic acid 400 ug 90's
VALUPAK GARLIC 3MG 30'S,Other / uncategorised,valupak garlic 3mg 30's
VALUPAK GLUCOSAMINE & CHOND 400/100MG 90'S,Other / uncategorised,valupak glucosamine & chond 400/100mg 90's
VALUPAK GLUCOSAMINE & CHOND 400MG 30'S,Pharmacy medicine,valupak glucosamine & chond 400mg 30's
"VALUPAK HAIR, SKIN& NAILS TABS 30'S",Pharmacy medicine,"valupak hair, skin& nails tabs 30's"
VALUPAK MULTI VIT & MINTABS 25'S,OTC,valupak multi vit & mintabs 25's
VALUPAK MULTIVITAMINS ONE A DAY 50',OTC,valupak multivitamins one a day 50'
VALUPAK OMEGA 3 FISH OIL 30',OTC,valupak omega 3 fish oil 30'
VALUPAK OMEGA 3 FISH OIL 90',OTC,valupak omega 3 fish oil 90'
VALUPAK VIT B COMPLEX TABS 60'S,Pharmacy medicine,valupak vit b complex tabs 60's
VALUPAK VIT B6 TAB 60'S,OTC,valupak vit b6 tab 60's
VALUPAK VIT C 1000MG EFFERVESCENT,OTC,valupak vit c 1000mg effervescent
VALUPAK VIT D3 1000IU TAB 60'S,OTC,valupak vit d3 1000iu tab 60's
VALUPAK VIT D3 500IU TAB,Other / uncategorised,valupak vit d3 500iu tab
VALUPAK VITAMIN C & ZINC EFF 1G,"Food, drinks & essentials",valupak vitamin c & zinc eff 1g
VALUPAK VITAMIN C CHEWABLE 80MG TAB 60'S,Pharmacy medicine,valupak vitamin c chewable 80mg tab 60's
VALUPAK VITAMIN E 400 IU,Pharmacy medicine,valupak vitamin e 400 iu
VALUPAK ZINC TABS 10MG 60'S,Pharmacy medicine,valupak zinc tabs 10mg 60's
VANISH STAIN REMOVER LIQUID 1LTR,Other / uncategorised,vanish stain remover liquid 1ltr
VASELINE ACTIVE DRY DEO SPR 250ML,Cosmetics,vaseline active dry deo spr 250ml
VASELINE ALOE LOTION 400ML,Cosmetics,vaseline aloe lotion 400ml
VASELINE BODY LOTION 600ML ALL TYPES,Other / uncategorised,vaseline body lotion 600ml all types
VASELINE COCOA BUTTER LOTION 400ML,Cosmetics,vaseline cocoa butter lotion 400ml
VASELINE COCOA RADIANT B/LTN 400ML,Cosmetics,vaseline cocoa radiant b/ltn 400ml
VASELINE DOUBLE INVIS. DRY DEO SPR. 250ML,Cosmetics,vaseline double invis. dry deo spr. 250ml
VASELINE GAUZE (BLUEAID) 10X10CM,OTC,vaseline gauze (blueaid) 10x10cm
VASELINE LIP CARE 20G ALL TYPES,OTC,vaseline lip care 20g all types
VASELINE LIP STICK ORIG 4.8G,Other / uncategorised,vaseline lip stick orig 4.8g
VASELINE LIPSTICK BALM ALOE,Other / uncategorised,vaseline lipstick balm aloe
VASELINE LOTION 200ML ALL TYPES,OTC,vaseline lotion 200ml all types
VASELINE LOTION ADVANCE REPAIR 400ML,Other / uncategorised,vaseline lotion advance repair 400ml
VASELINE MEN COOLING 400ML,Cosmetics,vaseline men cooling 400ml
VASELINE MOIST CREAM RESTORE 75ML,Cosmetics,vaseline moist cream restore 75ml
VASELINE MOIST SKIN REJUV. LOTION 400ML,Cosmetics,vaseline moist skin rejuv. lotion 400ml
VASELINE OIL 200ML,Cosmetics,vaseline oil 200ml
VASELINE PET JELLY 250ML,Other / uncategorised,vaseline pet jelly 250ml
VASELINE PET JELLY UK 50ML,Cosmetics,vaseline pet jelly uk 50ml
VASELINE PETROLEUM JELLY 100ML,OTC,vaseline petroleum jelly 100ml
VASILINE LIP STICK 4.8GM ALL TYPES,Other / uncategorised,vasiline lip stick 4.8gm all types
VASTAREL 80MG TAB 30',OTC,vastarel 80mg tab 30'
VASTAREL MR TRIMETAZIDINE TABS 35MG 60'S,OTC,vastarel mr trimetazidine tabs 35mg 60's
VECIDEX CIPROFLOXACIN + DEXAMETHASONE EYE/EAR 5ML VEGA,Other / uncategorised,vecidex ciprofloxacin + dexamethasone eye/ear 5ml vega
VEET EXPERT HAIR REMOVAL CREAM 200ML,Other / uncategorised,veet expert hair removal cream 200ml
VEET PURE CREAM DRY SKIN 200ML,Other / uncategorised,veet pure cream dry skin 200ml
VEET PURE CREAM DRY SKIN SENSITIVE 100ML,Other / uncategorised,veet pure cream dry skin sensitive 100ml
VEET PURE CREAM NORMAL 100ML,Cosmetics,veet pure cream normal 100ml
VEGA EVENING PRIMROSE OIL CAPS 30'S 500MG,OTC,vega evening primrose oil caps 30's 500mg
VEGACID ANTACID SUS 200ML VEGA,Other / uncategorised,vegacid antacid sus 200ml vega
VEGACID O ANTACID SUS 200ML VEGA,Other / uncategorised,vegacid o antacid sus 200ml vega
VEGATEM ARTEMETHER LUMEFANTRINE SUSP 20/120MG 60MLS,Prescription medicine,vegatem artemether lumefantrine susp 20/120mg 60mls
VEGATEM ARTHEMETHER LUMEFANTRICE TAB 80/480MG,OTC,vegatem arthemether lumefantrice tab 80/480mg
VENTOLIN (SALBUTAMOL) 2MG/5ML SYR 150ML GSK,OTC,ventolin (salbutamol) 2mg/5ml syr 150ml gsk
VENTOLIN INHALER 100MCG 200 DOSES,Pharmacy medicine,ventolin inhaler 100mcg 200 doses
VENTOLIN NEBULISER SOLUTION 2.5MG/2.5ML,Other / uncategorised,ventolin nebuliser solution 2.5mg/2.5ml
VERAPAMIL 80MG TAB 84'S,Prescription medicine,verapamil 80mg tab 84's
VERMOX (MEBENDAZOLE) 20MG SUSP 30ML,OTC,vermox (mebendazole) 20mg susp 30ml
VERMOX TABS 500MG 1'S JANSSEN,OTC,vermox tabs 500mg 1's janssen
VESICARE TABS 10MG 30'S,Other / uncategorised,vesicare tabs 10mg 30's
VESICARE TABS 5MG,Other / uncategorised,vesicare tabs 5mg
VIAGRA 100MG 4'S,OTC,viagra 100mg 4's
VIAGRA SILDENAFIL 50MG TAB 4'S,OTC,viagra sildenafil 50mg tab 4's
VICK INHALER NASAL 0.5ML,Other / uncategorised,vick inhaler nasal 0.5ml
VICKS BABYRUB 50G,OTC,vicks babyrub 50g
VICKS VAP RUB 50G,Pharmacy medicine,vicks vap rub 50g
VICKS VAPO DROPS 72G,Other / uncategorised,vicks vapo drops 72g
VICKS VAPO SHOWER 5'S,Other / uncategorised,vicks vapo shower 5's
VICKS VAPOBATH 425G,Other / uncategorised,vicks vapobath 425g
VIGAMOX (MOXIFLOXACIN) 5MG/ML EYE DROPS,Pharmacy medicine,vigamox (moxifloxacin) 5mg/ml eye drops
VIGOMAX FORT TAB 20'S,Pharmacy medicine,vigomax fort tab 20's
VIOPLEX - T SPRAY,Other / uncategorised,vioplex - t spray
VIRASORB ACICLOVIR CREAM 2G,OTC,virasorb aciclovir cream 2g
VIREST ACICLOVIR CREAM 5% (5G),Pharmacy medicine,virest aciclovir cream 5% (5g)
VIROL BLOOD TONIC 200ML,OTC,virol blood tonic 200ml
VISCOF PLAIN SYR 100ML,OTC,viscof plain syr 100ml
VISCOF-D SYR 100ML,OTC,viscof-d syr 100ml
VISCOF-S SYR 100ML,OTC,viscof-s syr 100ml
VISINE RED EYE DROP COMFORT 15ML,Pharmacy medicine,visine red eye drop comfort 15ml
VISIONACE CAPS 30'S,Prescription medicine,visionace caps 30's
VISIONACE MAX CAPS,Pharmacy medicine,visionace max caps
VISIONACE PLUS OMEGA 3 TABS 56'S,OTC,visionace plus omega 3 tabs 56's
VIT B COMPLEX SYRUP 125ML ECL,OTC,vit b complex syrup 125ml ecl
VIT B-COMPLEX STRONG KRKA,Prescription medicine,vit b-complex strong krka
VIT C 500MG CHEWABLES 50'S,Pharmacy medicine,vit c 500mg chewables 50's
VITAFOL MULTIVITAMIN TABS 30'S,OTC,vitafol multivitamin tabs 30's
VITAMILK BOTTLE,Other / uncategorised,vitamilk bottle
VITAMIN A & D CREAM 42.5G,OTC,vitamin a & d cream 42.5g
VITAMIN B CO STRONG UK,OTC,vitamin b co strong uk
VITAMIN B CO TAB BLISTER,OTC,vitamin b co tab blister
VITAMIN B DENK TABS 100'S,Other / uncategorised,vitamin b denk tabs 100's
VITAMIN B-CO INJ 10ML,Prescription medicine,vitamin b-co inj 10ml
VITAMIN STORE C & ZINC EFF 20'S,Other / uncategorised,vitamin store c & zinc eff 20's
VITAMIN STORE COD LIVER OIL 30'S,Other / uncategorised,vitamin store cod liver oil 30's
VITAMIN STORE MAGNESIUM & VIT B6 30'S,OTC,vitamin store magnesium & vit b6 30's
VITAMIN STORE OMEGA 3 1000MG,Pharmacy medicine,vitamin store omega 3 1000mg
VITAMINSTORE B12 10UG,Other / uncategorised,vitaminstore b12 10ug
VITAMINSTORE CALCIUM & VIT D 400MG 30'S,OTC,vitaminstore calcium & vit d 400mg 30's
VITAMINSTORE GARLIC 30'S,Other / uncategorised,vitaminstore garlic 30's
VITAMINSTORE VIT D3 60'S,Other / uncategorised,vitaminstore vit d3 60's
VITAMINSTORE VIT E 400IU 30'S,Other / uncategorised,vitaminstore vit e 400iu 30's
VITANE MULTIVITAMIN SYR 200ML,OTC,vitane multivitamin syr 200ml
VITANE ORAL DROPS 30ML,OTC,vitane oral drops 30ml
VIVACHECK FAD BLOOD GLUCOSE TEST STRIPS 50'S,Other / uncategorised,vivacheck fad blood glucose test strips 50's
VIVACHEK ECO MONITORING SYSTEM,OTC,vivachek eco monitoring system
VIVACHEK ECO TEST STRIPS 25'S,OTC,vivachek eco test strips 25's
VIVACHEK ECO TEST STRIPS 50'S,OTC,vivachek eco test strips 50's
VIVACHEK FAD GLUCOSE MONITOR,OTC,vivachek fad glucose monitor
VIVACHEK SINGLE USE LANCETS 100'S,OTC,vivachek single use lancets 100's
VIVADONA TAB 20'S,OTC,vivadona tab 20's
VIVAGUARD BLOOD PRESSURE MONITOR 35A,Other / uncategorised,vivaguard blood pressure monitor 35a
VIVAGUARD BLOOD PRESSURE MONITOR 35X,Other / uncategorised,vivaguard blood pressure monitor 35x
VOLTAREN 1% EMULGEL 20G,OTC,voltaren 1% emulgel 20g
VOLTAREN EMUGEL 1% GEL 50G,OTC,voltaren emugel 1% gel 50g
VOLTAREN FAST SOLUBLE 21S,Other / uncategorised,voltaren fast soluble 21s
VOLTAREN RTD TABS 100MG 100'S,Pharmacy medicine,voltaren rtd tabs 100mg 100's
VOLTAROL 1.16% BACK & MUSCLE PAIN 30G,Other / uncategorised,voltarol 1.16% back & muscle pain 30g
VOLTAROL JOINT PAIN RELIEF 2.32% 50G,OTC,voltarol joint pain relief 2.32% 50g
VOLTAROL JOINT PAIN RELIEF GEL 100G,Other / uncategorised,voltarol joint pain relief gel 100g
VOLTFAST 50MG 30'S,Pharmacy medicine,voltfast 50mg 30's
VOLUMATIC SPACER PAED,OTC,volumatic spacer paed
WARFARIN 0.5MG TAB 28'S,OTC,warfarin 0.5mg tab 28's
WARFARIN 5MG UK,Pharmacy medicine,warfarin 5mg uk
WARFARIN TAB 1MG UK 28',Prescription medicine,warfarin tab 1mg uk 28'
WARFARIN TAB 3MG 28'S,Other / uncategorised,warfarin tab 3mg 28's
WARTICON CREAM (PODOPHYLLOTOXIN) 0.5%,Prescription medicine,warticon cream (podophyllotoxin) 0.5%
WARTICON SOLUTION (PODOPHYLLOTOXIN) 0.5%,Prescription medicine,warticon solution (podophyllotoxin) 0.5%
WATER FLOSSER,"Food, drinks & essentials",water flosser
WATER FOR INJ 50'S,Pharmacy medicine,water for inj 50's
WELCH FRUIT SNACK 90'S,Other / uncategorised,welch fruit snack 90's
WELCH GLASS JUICE ALL TYPES 473ML,"Food, drinks & essentials",welch glass juice all types 473ml
WELCH PUNCH PLASTIC 295MLS,Other / uncategorised,welch punch plastic 295mls
WELCH'S FRUIT SNACK SATCHET 2.25 OZ BIG,"Food, drinks & essentials",welch's fruit snack satchet 2.25 oz big
WELL TEEN HER 30'S,OTC,well teen her 30's
WELL TEEN HIM,Other / uncategorised,well teen him
WELLBABY MULTIVITAMIN DROP 30ML,Other / uncategorised,wellbaby multivitamin drop 30ml
WELLBABY MULTIVITAMIN SYRUP,Other / uncategorised,wellbaby multivitamin syrup
WELLBABY VIT D DROPS 30ML,Prescription medicine,wellbaby vit d drops 30ml
WELLKID CALCIUM SYR,OTC,wellkid calcium syr
WELLKID MULTIVITAMIN SYRUP,OTC,wellkid multivitamin syrup
WELLKID SOFT JELLY PASTILLES 30'S,OTC,wellkid soft jelly pastilles 30's
WELLMAN 50+ MULTIVITAMIN TABS 30'S,Prescription medicine,wellman 50+ multivitamin tabs 30's
WELLMAN 70+ MULTIVITAMIN TABS 30'S,OTC,wellman 70+ multivitamin tabs 30's
WELLMAN CONCEPTION,OTC,wellman conception
WELLMAN DRINK 250ML,"Food, drinks & essentials",wellman drink 250ml
WELLMAN MAX CAPS 84'S,Other / uncategorised,wellman max caps 84's
